Num,Energy_Window,Energy_Std_Window,Variance,Epoch,Time,Energy,Energy_Std,Energy-Mean,Energy-Std,Cz-Ferro,Cz-Antiferro,Mz2-Ferro,Mz2-Antiferro,Mx-Ferro,Mx-Antiferro,Nz-Ferro,Nz-Antiferro,Net_Overlap,Std_Mean,J1,J2,Length
3,-40.56667,0.0113,0.19792,768,120.01281,-40.56986,0.19792,-40.55316,0.3248,-0.05627,-0.0592,0.00363,0.00356,0.00075,0.00075,-0.06227,0.06227,0,0.00488,-1,-2.7,16
4,-38.87672,0.01051,0.18268,1273,204.46573,-38.87889,0.18268,-38.86188,0.64787,-0.04853,-0.05493,0.00553,0.00541,0.00124,0.00124,0.04293,-0.04293,0,0.0047,-1,-2.7,16
5,-40.56459,0.01201,0.17954,1122,179.86862,-40.57576,0.17954,-40.59147,0.32172,-0.062,-0.0588,0.00302,0.00308,0.00075,0.00075,-0.0608,0.0608,0,0.00442,-1,-2.7,16
6,-38.87834,0.01079,0.18699,1656,259.62383,-38.88788,0.18699,-38.88016,0.27096,-0.05093,-0.0608,0.00438,0.00431,0.00125,0.00125,0.04693,-0.04693,0,0.00481,-1,-2.7,16
7,-38.87985,0.0091,0.17889,1438,226.55853,-38.88681,0.17889,-38.87665,0.35688,-0.0508,-0.05987,0.00498,0.00467,0.0015,0.0015,0.04667,-0.04667,0,0.0046,-1,-2.7,16
8,-40.56478,0.01302,0.19649,943,148.45776,-40.57464,0.19649,-40.58744,0.44057,-0.05667,-0.0596,0.0032,0.00314,0.001,0.001,-0.06227,0.06227,0,0.00484,-1,-2.7,16
9,-38.87891,0.01118,0.1871,1354,208.53121,-38.88663,0.1871,-38.88849,0.27753,-0.04547,-0.05187,0.00486,0.00561,0.0005,0.0005,0.04053,-0.04053,0,0.00481,-1,-2.7,16
0,-37.5741,0.01091,0.17825,1413,219.68254,-37.58044,0.17825,-37.58089,0.38085,-0.0472,-0.05947,0.00503,0.00616,0.00088,0.00088,0.03973,-0.03973,0,0.00474,-1,-2.6,16
1,-39.23315,0.01144,0.1854,1067,164.30916,-39.23741,0.1854,-39.22118,0.52951,-0.0548,-0.0588,0.00433,0.00408,0.00175,0.00175,-0.06067,0.06067,0,0.00472,-1,-2.6,16
2,-37.5767,0.00799,0.18737,1537,240.49792,-37.58582,0.18737,-37.58475,0.33165,-0.0492,-0.05427,0.00495,0.00558,0.00194,0.00194,0.0396,-0.0396,0,0.00499,-1,-2.6,16
3,-39.2318,0.01203,0.18894,934,144.32392,-39.24237,0.18894,-39.23253,0.35298,-0.05427,-0.06013,0.00367,0.00367,0.00075,0.00075,-0.06107,0.06107,0,0.00481,-1,-2.6,16
4,-37.57636,0.00898,0.18097,1814,286.36058,-37.58507,0.18097,-37.57508,0.35723,-0.04707,-0.0564,0.00489,0.00508,0.00124,0.00124,0.04213,-0.04213,0,0.00482,-1,-2.6,16
5,-39.23289,0.01197,0.18966,1122,175.20647,-39.25098,0.18966,-39.25326,0.45121,-0.05893,-0.0608,0.00338,0.00369,0.00075,0.00075,-0.06147,0.06147,0,0.00483,-1,-2.6,16
6,-37.57593,0.00863,0.18517,1835,293.30058,-37.57616,0.18517,-37.56784,0.44357,-0.0468,-0.05667,0.00502,0.00483,0.00125,0.00125,0.04333,-0.04333,0,0.00493,-1,-2.6,16
7,-37.57835,0.00939,0.15179,1859,293.77004,-37.57671,0.15179,-37.56298,0.20975,-0.04973,-0.05747,0.00527,0.00539,0.0015,0.0015,0.0428,-0.0428,0,0.00404,-1,-2.6,16
8,-39.23861,0.01092,0.18036,1201,187.90699,-39.24746,0.18036,-39.23195,0.30085,-0.05827,-0.06013,0.00361,0.00392,0.001,0.001,-0.06107,0.06107,0,0.0046,-1,-2.6,16
9,-37.57912,0.00929,0.18235,2100,327.24417,-37.57136,0.18235,-37.59354,0.26807,-0.04867,-0.05453,0.00486,0.00561,0.0005,0.0005,0.04067,-0.04067,0,0.00485,-1,-2.6,16
0,-36.28215,0.00787,0.18044,2220,349.02483,-36.28139,0.18044,-36.28811,0.25243,-0.0472,-0.0568,0.00544,0.00544,0.00088,0.00088,0.03853,-0.03853,0,0.00497,-1,-2.5,16
1,-37.90799,0.01107,0.18442,1147,181.40877,-37.91877,0.18442,-37.90482,0.26611,-0.05293,-0.05853,0.00373,0.00373,0.00175,0.00175,-0.0612,0.0612,0,0.00486,-1,-2.5,16
2,-36.28292,0.00932,0.17051,2338,373.26543,-36.2834,0.17051,-36.27926,0.17581,-0.0436,-0.05693,0.00508,0.0057,0.00194,0.00194,0.036,-0.036,0,0.0047,-1,-2.5,16
3,-37.90722,0.00902,0.15184,1242,195.24178,-37.91313,0.15184,-37.92002,0.26791,-0.06067,-0.05773,0.00373,0.00367,0.00075,0.00075,-0.06147,0.06147,0,0.004,-1,-2.5,16
4,-36.28188,0.00898,0.17084,2085,335.3307,-36.2893,0.17084,-36.27646,0.18947,-0.04267,-0.0568,0.00559,0.00566,0.00124,0.00124,0.04067,-0.04067,0,0.00471,-1,-2.5,16
5,-37.90557,0.01096,0.18164,1115,180.29257,-37.91752,0.18164,-37.92405,0.3024,-0.05773,-0.06067,0.00342,0.00373,0.00075,0.00075,-0.06253,0.06253,0,0.00479,-1,-2.5,16
6,-36.27946,0.00885,0.16669,1770,284.15101,-36.2731,0.16669,-36.27414,0.31724,-0.0488,-0.05573,0.00491,0.00478,0.00125,0.00125,0.0412,-0.0412,0,0.0046,-1,-2.5,16
7,-36.2827,0.00983,0.15909,1872,301.99786,-36.29327,0.15909,-36.28475,0.37781,-0.03893,-0.04987,0.00653,0.00709,0.0015,0.0015,0.0312,-0.0312,0,0.00438,-1,-2.5,16
8,-37.90738,0.01522,0.17718,1201,186.58304,-37.91631,0.17718,-37.91365,0.33654,-0.05867,-0.0584,0.00388,0.004,0.001,0.001,-0.0616,0.0616,0,0.00467,-1,-2.5,16
9,-36.28449,0.00887,0.15457,2579,397.30293,-36.28096,0.15457,-36.28195,0.41347,-0.04507,-0.0528,0.00547,0.00591,0.0005,0.0005,0.03787,-0.03787,0,0.00426,-1,-2.5,16
0,-35.00241,0.0086,0.17157,2827,440.03541,-35.00495,0.17157,-35.00106,0.22733,-0.0428,-0.05533,0.00636,0.00667,0.00088,0.00088,0.0312,-0.0312,0,0.0049,-1,-2.4,16
1,-36.58802,0.00957,0.17659,1228,193.57902,-36.58085,0.17659,-36.59424,0.37288,-0.05733,-0.05813,0.00384,0.00409,0.00175,0.00175,-0.0616,0.0616,0,0.00483,-1,-2.4,16
2,-35.00227,0.00783,0.15086,2254,350.97574,-35.01226,0.15086,-35.00769,0.21116,-0.03893,-0.05627,0.00672,0.00709,0.00194,0.00194,0.02973,-0.02973,0,0.00431,-1,-2.4,16
3,-36.58538,0.01026,0.14326,1194,187.12875,-36.5937,0.14326,-36.5741,0.36992,-0.05693,-0.0588,0.0043,0.00423,0.00075,0.00075,-0.06107,0.06107,0,0.00391,-1,-2.4,16
4,-35.00112,0.00799,0.17018,2856,445.95145,-35.00762,0.17018,-34.99968,0.30586,-0.04373,-0.05707,0.00666,0.00659,0.00124,0.00124,0.03307,-0.03307,0,0.00486,-1,-2.4,16
5,-36.58818,0.01067,0.17048,1248,195.24113,-36.58981,0.17048,-36.5888,0.29632,-0.05493,-0.05947,0.00419,0.00419,0.00075,0.00075,-0.06187,0.06187,0,0.00466,-1,-2.4,16
6,-34.99922,0.00861,0.16719,2459,382.0636,-34.9888,0.16719,-35.00333,0.29065,-0.0472,-0.0544,0.0065,0.00631,0.00125,0.00125,0.03413,-0.03413,0,0.00478,-1,-2.4,16
7,-35.00313,0.00861,0.15613,3272,511.52206,-35.01014,0.15613,-35.00696,0.21296,-0.04573,-0.05533,0.00605,0.00648,0.0015,0.0015,0.03653,-0.03653,0,0.00446,-1,-2.4,16
8,-36.58757,0.01005,0.1712,1318,204.6356,-36.59101,0.1712,-36.5852,0.35311,-0.0548,-0.05853,0.00489,0.00508,0.001,0.001,-0.06053,0.06053,0,0.00468,-1,-2.4,16
9,-35.00309,0.00986,0.17139,3056,472.42556,-35.00204,0.17139,-35.00238,0.2537,-0.04253,-0.0596,0.0062,0.00639,0.0005,0.0005,0.03747,-0.03747,0,0.0049,-1,-2.4,16
0,-33.73452,0.00863,0.16707,3994,623.33908,-33.74491,0.16707,-33.71324,0.31404,-0.0392,-0.05413,0.00725,0.00713,0.00088,0.00088,0.02533,-0.02533,0,0.00495,-1,-2.3,16
1,-35.27625,0.00881,0.17375,1399,214.38109,-35.27266,0.17375,-35.26472,0.26542,-0.056,-0.06027,0.00431,0.00413,0.00175,0.00175,-0.06013,0.06013,0,0.00493,-1,-2.3,16
2,-33.73361,0.00769,0.16684,2838,438.17764,-33.74125,0.16684,-33.72186,0.29628,-0.0428,-0.0556,0.00677,0.00727,0.00194,0.00194,0.028,-0.028,0,0.00494,-1,-2.3,16
3,-35.27385,0.00809,0.16802,1424,216.72188,-35.27652,0.16802,-35.27826,0.29948,-0.0584,-0.05867,0.00434,0.00397,0.00075,0.00075,-0.06147,0.06147,0,0.00476,-1,-2.3,16
4,-33.72871,0.01078,0.14271,2854,435.96669,-33.72701,0.14271,-33.72642,0.27976,-0.03493,-0.05813,0.00769,0.00794,0.00124,0.00124,0.02813,-0.02813,0,0.00423,-1,-2.3,16
5,-35.276,0.00888,0.15723,1470,226.2252,-35.28244,0.15723,-35.28389,0.28322,-0.0568,-0.0616,0.00372,0.00384,0.00075,0.00075,-0.06227,0.06227,0,0.00446,-1,-2.3,16
6,-33.73329,0.00834,0.16209,3579,555.61249,-33.72709,0.16209,-33.71827,0.26187,-0.04267,-0.05147,0.00681,0.00744,0.00125,0.00125,0.02973,-0.02973,0,0.00481,-1,-2.3,16
7,-33.73166,0.00973,0.1585,2813,436.04689,-33.72922,0.1585,-33.72507,0.23897,-0.04027,-0.05627,0.00666,0.00753,0.0015,0.0015,0.02813,-0.02813,0,0.0047,-1,-2.3,16
8,-35.27517,0.00969,0.15244,1642,254.84953,-35.27676,0.15244,-35.27814,0.38006,-0.04827,-0.05787,0.00547,0.00553,0.001,0.001,-0.06093,0.06093,0,0.00432,-1,-2.3,16
9,-33.73289,0.00981,0.16338,3167,489.91102,-33.73385,0.16338,-33.73261,0.26449,-0.03533,-0.0564,0.00695,0.00795,0.0005,0.0005,0.02053,-0.02053,0,0.00484,-1,-2.3,16
0,-32.48658,0.00872,0.16053,4758,721.77343,-32.48306,0.16053,-32.48502,0.22459,-0.03707,-0.04853,0.00753,0.00909,0.00088,0.00088,0.01467,-0.01467,0,0.00494,-1,-2.2,16
1,-33.97279,0.00999,0.16587,1493,224.47064,-33.95757,0.16587,-33.96478,0.26333,-0.0508,-0.0572,0.00439,0.00452,0.00175,0.00175,-0.06107,0.06107,0,0.00488,-1,-2.2,16
2,-32.48306,0.00885,0.14912,3841,580.68539,-32.4749,0.14912,-32.49098,0.22436,-0.04213,-0.05387,0.00697,0.00816,0.00194,0.00194,0.02427,-0.02427,0,0.00459,-1,-2.2,16
3,-33.97092,0.0085,0.16697,1725,270.66455,-33.97193,0.16697,-33.98777,0.27474,-0.05107,-0.05853,0.0047,0.00477,0.00075,0.00075,-0.0612,0.0612,0,0.00491,-1,-2.2,16
4,-32.48485,0.00863,0.16114,3951,619.45192,-32.48246,0.16114,-32.49196,0.29844,-0.03613,-0.05267,0.0078,0.00817,0.00124,0.00124,0.0252,-0.0252,0,0.00496,-1,-2.2,16
5,-33.97299,0.00779,0.15152,1766,282.84494,-33.96725,0.15152,-33.96143,0.20813,-0.0556,-0.05933,0.0043,0.00455,0.00075,0.00075,-0.06173,0.06173,0,0.00446,-1,-2.2,16
6,-32.48313,0.00845,0.16181,4074,639.10502,-32.48325,0.16181,-32.48915,0.24038,-0.03587,-0.0444,0.00736,0.00967,0.00125,0.00125,0.01653,-0.01653,0,0.00498,-1,-2.2,16
7,-33.9715,0.00919,0.14923,4395,687.19601,-33.97977,0.14923,-33.95402,0.36523,-0.0548,-0.05613,0.00517,0.00492,0.0015,0.0015,-0.06,0.06,0,0.00439,-1,-2.2,16
8,-33.96999,0.0075,0.16578,1717,265.2206,-33.9671,0.16578,-33.95812,0.40509,-0.05667,-0.06093,0.00495,0.0052,0.001,0.001,-0.06027,0.06027,0,0.00488,-1,-2.2,16
9,-32.48331,0.00836,0.16136,3373,520.09153,-32.48459,0.16136,-32.46547,0.21018,-0.0348,-0.0492,0.00677,0.00795,0.0005,0.0005,0.0224,-0.0224,0,0.00497,-1,-2.2,16
0,-32.67652,0.00876,0.13849,3580,560.22499,-32.67078,0.13849,-32.67604,0.1975,-0.05227,-0.05787,0.00497,0.00497,0.00088,0.00088,-0.058,0.058,0,0.00424,-1,-2.1,16
1,-32.67639,0.00959,0.15791,2183,339.91652,-32.66861,0.15791,-32.67518,0.27638,-0.052,-0.06027,0.00547,0.00572,0.00175,0.00175,-0.06067,0.06067,0,0.00483,-1,-2.1,16
2,-32.67549,0.00923,0.15518,3366,527.61829,-32.67821,0.15518,-32.68083,0.16537,-0.052,-0.05947,0.004,0.00494,0.00194,0.00194,-0.06227,0.06227,0,0.00475,-1,-2.1,16
3,-32.67488,0.00889,0.16238,1379,217.99489,-32.6742,0.16238,-32.66723,0.34624,-0.05227,-0.056,0.00491,0.00516,0.00075,0.00075,-0.06173,0.06173,0,0.00497,-1,-2.1,16
4,-32.67445,0.00865,0.14789,4154,655.41385,-32.67827,0.14789,-32.68206,0.24389,-0.05587,-0.05667,0.00489,0.00514,0.00124,0.00124,-0.06067,0.06067,0,0.00453,-1,-2.1,16
5,-32.67402,0.01055,0.1596,1452,231.82548,-32.65216,0.1596,-32.65532,0.28434,-0.0556,-0.0556,0.00533,0.00508,0.00075,0.00075,-0.0604,0.0604,0,0.00489,-1,-2.1,16
6,-31.25341,0.00907,0.15232,4273,661.92439,-31.25022,0.15232,-31.26642,0.24203,-0.03067,-0.04693,0.00822,0.00953,0.00125,0.00125,0.00707,-0.00707,0,0.00487,-1,-2.1,16
7,-32.67775,0.0082,0.15534,2515,389.88778,-32.67838,0.15534,-32.68032,0.20097,-0.0528,-0.05893,0.00522,0.00628,0.0015,0.0015,-0.0648,0.0648,0,0.00475,-1,-2.1,16
8,-32.67904,0.00869,0.16183,2014,309.81124,-32.67006,0.16183,-32.67862,0.25386,-0.05667,-0.06173,0.0048,0.00517,0.001,0.001,-0.0612,0.0612,0,0.00495,-1,-2.1,16
9,-32.67555,0.00629,0.1449,4618,735.47091,-32.67382,0.1449,-32.67858,0.14288,-0.05067,-0.06453,0.0045,0.00456,0.0005,0.0005,-0.05933,0.05933,0,0.00443,-1,-2.1,16
0,-31.39209,0.0069,0.14134,2932,478.46109,-31.38463,0.14134,-31.38972,0.22389,-0.04853,-0.0616,0.00544,0.00563,0.00088,0.00088,-0.05987,0.05987,0,0.0045,-1,-2,16
1,-31.39377,0.00748,0.15247,2387,379.96047,-31.38917,0.15247,-31.39503,0.25372,-0.05267,-0.06227,0.00505,0.00561,0.00175,0.00175,-0.06333,0.06333,0,0.00486,-1,-2,16
2,-31.39053,0.00945,0.154,2348,376.87947,-31.39896,0.154,-31.39547,0.20181,-0.0492,-0.05693,0.00633,0.00602,0.00194,0.00194,-0.05987,0.05987,0,0.0049,-1,-2,16
3,-31.39274,0.00862,0.14916,2205,348.33887,-31.38359,0.14916,-31.40438,0.2223,-0.0476,-0.05907,0.00545,0.00595,0.00075,0.00075,-0.06133,0.06133,0,0.00475,-1,-2,16
4,-31.39319,0.0072,0.13943,3351,534.59515,-31.38718,0.13943,-31.39461,0.2034,-0.0548,-0.05747,0.00542,0.00567,0.00124,0.00124,-0.05987,0.05987,0,0.00444,-1,-2,16
5,-31.38978,0.00804,0.1527,2135,336.05322,-31.39308,0.1527,-31.39079,0.27765,-0.052,-0.0584,0.00659,0.00634,0.00075,0.00075,-0.0592,0.0592,0,0.00486,-1,-2,16
6,-31.3933,0.00673,0.14864,3086,499.13286,-31.38994,0.14864,-31.38137,0.22109,-0.0488,-0.05867,0.00563,0.00613,0.00125,0.00125,-0.0596,0.0596,0,0.00474,-1,-2,16
7,-31.39389,0.00662,0.152,2386,377.50718,-31.38945,0.152,-31.38978,0.23265,-0.052,-0.05893,0.00563,0.00588,0.0015,0.0015,-0.06173,0.06173,0,0.00484,-1,-2,16
8,-31.39259,0.00889,0.15388,2579,410.75358,-31.38321,0.15388,-31.38172,0.15728,-0.05293,-0.06253,0.00552,0.00577,0.001,0.001,-0.06093,0.06093,0,0.0049,-1,-2,16
9,-31.39153,0.00865,0.14944,2786,436.64025,-31.39116,0.14944,-31.3851,0.43705,-0.05493,-0.0584,0.0055,0.00619,0.0005,0.0005,-0.0624,0.0624,0,0.00476,-1,-2,16
0,-30.12289,0.00764,0.15036,2655,421.78171,-30.11783,0.15036,-30.11557,0.22198,-0.0556,-0.06173,0.00652,0.00664,0.00088,0.00088,-0.05907,0.05907,0,0.00499,-1,-1.9,16
1,-30.12416,0.00894,0.14881,3530,561.26056,-30.11488,0.14881,-30.12866,0.24277,-0.05293,-0.05027,0.00614,0.00695,0.00175,0.00175,-0.0616,0.0616,0,0.00494,-1,-1.9,16
2,-30.12512,0.00678,0.14895,3046,484.8354,-30.11734,0.14895,-30.11606,0.19424,-0.05213,-0.05827,0.00577,0.00658,0.00194,0.00194,-0.06173,0.06173,0,0.00495,-1,-1.9,16
3,-30.12455,0.00606,0.12901,2816,441.86296,-30.12193,0.12901,-30.12495,0.21328,-0.04867,-0.0564,0.00567,0.00655,0.00075,0.00075,-0.06147,0.06147,0,0.00428,-1,-1.9,16
4,-30.12502,0.00692,0.14479,2909,464.15159,-30.12891,0.14479,-30.12291,0.17094,-0.05013,-0.056,0.00672,0.00628,0.00124,0.00124,-0.0584,0.0584,0,0.00481,-1,-1.9,16
5,-30.12307,0.00749,0.14006,3417,532.61365,-30.11706,0.14006,-30.13102,0.17646,-0.05013,-0.05493,0.00597,0.00697,0.00075,0.00075,-0.06053,0.06053,0,0.00465,-1,-1.9,16
6,-30.12169,0.00735,0.14882,3372,535.04413,-30.11756,0.14882,-30.12747,0.19119,-0.0544,-0.0544,0.00638,0.00713,0.00125,0.00125,-0.06253,0.06253,0,0.00494,-1,-1.9,16
7,-30.12349,0.00739,0.14771,2137,337.98472,-30.11833,0.14771,-30.12102,0.2167,-0.0504,-0.0584,0.00597,0.00653,0.0015,0.0015,-0.06253,0.06253,0,0.0049,-1,-1.9,16
8,-30.12181,0.00719,0.14123,3131,494.47307,-30.1186,0.14123,-30.11537,0.20458,-0.05653,-0.05467,0.00609,0.00641,0.001,0.001,-0.06053,0.06053,0,0.00469,-1,-1.9,16
9,-30.12293,0.0074,0.14083,2774,432.98212,-30.12106,0.14083,-30.13041,0.17639,-0.0504,-0.06027,0.00581,0.00631,0.0005,0.0005,-0.05827,0.05827,0,0.00468,-1,-1.9,16
0,-28.8695,0.00966,0.14117,2893,464.08593,-28.85802,0.14117,-28.86301,0.20924,-0.0452,-0.0516,0.00761,0.00817,0.00088,0.00088,-0.06107,0.06107,0,0.00489,-1,-1.8,16
1,-28.86986,0.00674,0.13952,3360,545.57003,-28.86952,0.13952,-28.85758,0.20311,-0.04573,-0.05187,0.00727,0.00808,0.00175,0.00175,-0.06053,0.06053,0,0.00483,-1,-1.8,16
2,-28.87021,0.00752,0.13279,3331,541.92434,-28.8642,0.13279,-28.85751,0.2156,-0.04653,-0.05453,0.00645,0.00795,0.00194,0.00194,-0.06253,0.06253,0,0.0046,-1,-1.8,16
3,-28.86436,0.00923,0.1414,2566,413.31044,-28.86728,0.1414,-28.86372,0.24018,-0.04893,-0.05213,0.00733,0.00814,0.00075,0.00075,-0.06,0.06,0,0.0049,-1,-1.8,16
4,-28.87015,0.00649,0.13583,3186,521.11126,-28.86588,0.13583,-28.87357,0.17214,-0.0548,-0.0636,0.00689,0.0072,0.00124,0.00124,-0.06253,0.06253,0,0.00471,-1,-1.8,16
5,-28.86854,0.00862,0.13746,3769,606.42943,-28.87556,0.13746,-28.87226,0.17239,-0.04093,-0.05533,0.00705,0.00773,0.00075,0.00075,-0.06147,0.06147,0,0.00476,-1,-1.8,16
6,-28.86905,0.00752,0.14306,2883,463.57074,-28.87298,0.14306,-28.86278,0.18058,-0.0444,-0.05427,0.00677,0.00739,0.00125,0.00125,-0.05893,0.05893,0,0.00495,-1,-1.8,16
7,-28.87098,0.0072,0.13918,3382,550.29745,-28.86972,0.13918,-28.87149,0.14367,-0.0536,-0.0528,0.00656,0.00731,0.0015,0.0015,-0.06013,0.06013,0,0.00482,-1,-1.8,16
8,-28.86856,0.00793,0.13848,4019,648.48302,-28.86465,0.13848,-28.8748,0.20442,-0.04627,-0.05453,0.00673,0.00786,0.001,0.001,-0.06187,0.06187,0,0.0048,-1,-1.8,16
9,-28.86892,0.00608,0.13953,3367,549.82158,-28.86457,0.13953,-28.87084,0.19948,-0.0504,-0.05467,0.00663,0.00738,0.0005,0.0005,-0.06133,0.06133,0,0.00483,-1,-1.8,16
0,-27.63729,0.00644,0.13571,4516,735.26261,-27.64727,0.13571,-27.64454,0.21635,-0.0428,-0.05747,0.00739,0.00883,0.00088,0.00088,-0.062,0.062,0,0.00491,-1,-1.7,16
1,-27.63745,0.00689,0.13471,4909,791.24011,-27.64434,0.13471,-27.63113,0.25695,-0.04427,-0.05653,0.00731,0.00881,0.00175,0.00175,-0.05973,0.05973,0,0.00487,-1,-1.7,16
2,-27.63955,0.00664,0.12923,4531,735.0911,-27.6434,0.12923,-27.62873,0.1909,-0.04267,-0.05573,0.00881,0.00956,0.00194,0.00194,-0.0624,0.0624,0,0.00467,-1,-1.7,16
3,-27.63828,0.00653,0.13648,4093,664.68327,-27.63934,0.13648,-27.6425,0.2773,-0.04787,-0.0556,0.00783,0.0092,0.00075,0.00075,-0.06347,0.06347,0,0.00494,-1,-1.7,16
4,-27.63841,0.00607,0.13098,4538,737.55715,-27.63869,0.13098,-27.64533,0.16731,-0.04253,-0.04973,0.00827,0.00889,0.00124,0.00124,-0.06187,0.06187,0,0.00474,-1,-1.7,16
5,-27.63683,0.00667,0.13387,4483,714.91411,-27.63096,0.13387,-27.63879,0.1794,-0.04467,-0.0572,0.00736,0.00836,0.00075,0.00075,-0.0592,0.0592,0,0.00485,-1,-1.7,16
6,-27.63702,0.0066,0.12956,4551,730.05041,-27.64299,0.12956,-27.64006,0.21476,-0.04453,-0.05413,0.00788,0.00863,0.00125,0.00125,-0.05907,0.05907,0,0.00469,-1,-1.7,16
7,-27.63971,0.00615,0.1328,4216,680.96832,-27.63756,0.1328,-27.64395,0.15601,-0.04173,-0.05853,0.00789,0.00877,0.0015,0.0015,-0.06187,0.06187,0,0.00481,-1,-1.7,16
8,-27.6375,0.00591,0.13587,4839,768.4223,-27.62559,0.13587,-27.63836,0.18642,-0.04907,-0.05387,0.00731,0.00888,0.001,0.001,-0.05947,0.05947,0,0.00492,-1,-1.7,16
9,-27.6394,0.00565,0.13225,4742,753.62073,-27.63733,0.13225,-27.63187,0.17588,-0.0452,-0.05773,0.00739,0.00827,0.0005,0.0005,-0.0592,0.0592,0,0.00479,-1,-1.7,16
0,-26.43544,0.00527,0.12965,8657,1345.46123,-26.43059,0.12965,-26.43379,0.17571,-0.04107,-0.05467,0.00906,0.01038,0.00088,0.00088,-0.06413,0.06413,0,0.00491,-1,-1.6,16
1,-26.43465,0.00631,0.12877,6650,987.24853,-26.42837,0.12877,-26.43418,0.17852,-0.04253,-0.054,0.00873,0.01005,0.00175,0.00175,-0.0632,0.0632,0,0.00487,-1,-1.6,16
2,-26.43451,0.00639,0.13023,6070,904.4571,-26.43879,0.13023,-26.43023,0.15603,-0.04,-0.06133,0.00975,0.01088,0.00194,0.00194,-0.06373,0.06373,0,0.00493,-1,-1.6,16
3,-26.43291,0.00577,0.12583,8774,1278.4751,-26.43065,0.12583,-26.4428,0.22372,-0.04267,-0.05067,0.00903,0.01047,0.00075,0.00075,-0.0636,0.0636,0,0.00476,-1,-1.6,16
4,-26.43398,0.0065,0.13029,5543,825.82489,-26.43213,0.13029,-26.43008,0.20617,-0.04347,-0.05253,0.00884,0.01022,0.00124,0.00124,-0.0612,0.0612,0,0.00493,-1,-1.6,16
5,-26.43551,0.00677,0.12805,8596,1257.49257,-26.43971,0.12805,-26.43581,0.26315,-0.04187,-0.05387,0.00981,0.01056,0.00075,0.00075,-0.06227,0.06227,0,0.00484,-1,-1.6,16
6,-26.43423,0.00643,0.12317,6573,979.17347,-26.43007,0.12317,-26.42707,0.20626,-0.04227,-0.04733,0.00958,0.01089,0.00125,0.00125,-0.064,0.064,0,0.00466,-1,-1.6,16
7,-26.4336,0.0072,0.13061,5238,772.29509,-26.43419,0.13061,-26.42834,0.14692,-0.0472,-0.05493,0.00803,0.00959,0.0015,0.0015,-0.06573,0.06573,0,0.00494,-1,-1.6,16
8,-26.43495,0.00474,0.13136,7667,1142.74929,-26.4398,0.13136,-26.43324,0.19618,-0.04427,-0.04987,0.00903,0.00966,0.001,0.001,-0.05933,0.05933,0,0.00497,-1,-1.6,16
9,-26.43563,0.00604,0.11263,7502,1104.77358,-26.43462,0.11263,-26.43867,0.16504,-0.038,-0.0572,0.0088,0.01023,0.0005,0.0005,-0.06187,0.06187,0,0.00426,-1,-1.6,16
0,-25.26944,0.00585,0.12402,8374,1270.30589,-25.26134,0.12402,-25.26668,0.16389,-0.03453,-0.0428,0.01033,0.01383,0.00088,0.00088,-0.07093,0.07093,0,0.00491,-1,-1.5,16
1,-25.27076,0.00605,0.2222,9999,1465.80085,-25.26642,0.2222,-25.26083,0.19526,-0.04373,-0.04613,0.00969,0.01188,0.00175,0.00175,-0.06693,0.06693,0,0.00879,-1,-1.5,16
2,-25.27085,0.00715,0.12102,8672,1271.36514,-25.27409,0.12102,-25.27024,0.16737,-0.03107,-0.04173,0.01145,0.01364,0.00194,0.00194,-0.06453,0.06453,0,0.00479,-1,-1.5,16
3,-25.26695,0.00614,0.12613,8869,1316.47851,-25.26136,0.12613,-25.27302,0.19732,-0.0388,-0.04627,0.01083,0.01264,0.00075,0.00075,-0.06493,0.06493,0,0.00499,-1,-1.5,16
4,-25.26959,0.00624,0.12312,8909,1369.00871,-25.27364,0.12312,-25.27205,0.16965,-0.0444,-0.0444,0.01067,0.01248,0.00124,0.00124,-0.06667,0.06667,0,0.00487,-1,-1.5,16
5,-25.26967,0.00586,0.12523,9153,1366.48326,-25.26806,0.12523,-25.2699,0.19056,-0.04413,-0.04813,0.0107,0.01277,0.00075,0.00075,-0.06427,0.06427,0,0.00496,-1,-1.5,16
6,-25.27036,0.0054,0.12087,9944,1474.39121,-25.26333,0.12087,-25.26647,0.1673,-0.03773,-0.04787,0.00952,0.01095,0.00125,0.00125,-0.06547,0.06547,0,0.00478,-1,-1.5,16
7,-25.27018,0.00586,0.12475,9385,1402.33154,-25.26907,0.12475,-25.27237,0.15321,-0.03893,-0.04667,0.01003,0.01328,0.0015,0.0015,-0.06973,0.06973,0,0.00494,-1,-1.5,16
8,-25.26951,0.00562,0.12495,9498,1398.44538,-25.27099,0.12495,-25.26327,0.14668,-0.04587,-0.04,0.00947,0.01397,0.001,0.001,-0.06613,0.06613,0,0.00494,-1,-1.5,16
9,-25.27094,0.00557,0.12582,9161,1449.78067,-25.27281,0.12582,-25.26312,0.14597,-0.03853,-0.0452,0.00958,0.0127,0.0005,0.0005,-0.0676,0.0676,0,0.00498,-1,-1.5,16
0,-24.16774,0.00478,0.11727,9614,1512.70661,-24.16749,0.11727,-24.16048,0.14373,-0.04187,-0.03013,0.01066,0.01641,0.00088,0.00088,-0.08173,0.08173,0,0.00485,-1,-1.4,16
