Num,Energy_Window,Energy_Std_Window,Variance,Epoch,Time,Energy,Energy_Std,Energy-Mean,Energy-Std,Cz-Ferro,Cz-Antiferro,Mz2-Ferro,Mz2-Antiferro,Mx-Ferro,Mx-Antiferro,Nz-Ferro,Nz-Antiferro,Net_Overlap,Std_Mean,J1,J2,Length
0,-4.7135,0.00079,0.02299,508,16.91814,-4.7116,0.02299,-4.71489,0.02693,-0.04867,-0.10867,0.24375,0.12675,0.99674,0.99674,0.248,-0.248,0,0.00488,1,-0.8,4
1,-4.71359,0.00097,0.0235,456,15.20301,-4.71286,0.0235,-4.71367,0.02549,-0.06733,-0.10733,0.23325,0.12525,0.99617,0.99617,0.24267,-0.24267,0,0.00499,1,-0.8,4
2,-4.7137,0.00099,0.02305,479,16.04507,-4.71193,0.02305,-4.7133,0.02289,-0.07133,-0.12867,0.24625,0.10925,0.9978,0.9978,0.27667,-0.27667,0,0.00489,1,-0.8,4
3,-4.7136,0.00079,0.02334,630,20.90921,-4.71268,0.02334,-4.71414,0.02596,-0.08333,-0.10467,0.23975,0.12375,0.99473,0.99473,0.26533,-0.26533,0,0.00495,1,-0.8,4
4,-4.71347,0.0009,0.02355,512,17.01515,-4.71211,0.02355,-4.71265,0.02352,-0.04733,-0.122,0.25175,0.11475,0.99524,0.99524,0.288,-0.288,0,0.005,1,-0.8,4
5,-4.71362,0.00105,0.02344,646,22.11275,-4.71292,0.02344,-4.71426,0.02394,-0.07933,-0.11267,0.24325,0.11925,0.99456,0.99456,0.27,-0.27,0,0.00497,1,-0.8,4
6,-4.71328,0.00102,0.02355,518,17.57009,-4.71201,0.02355,-4.71291,0.02503,-0.08133,-0.12133,0.237,0.111,0.99362,0.99362,0.28133,-0.28133,0,0.005,1,-0.8,4
7,-4.71361,0.00108,0.02319,610,21.49818,-4.71209,0.02319,-4.71373,0.02494,-0.066,-0.118,0.24275,0.11575,0.99671,0.99671,0.27067,-0.27067,0,0.00492,1,-0.8,4
8,-4.71363,0.00069,0.02351,452,15.13344,-4.71271,0.02351,-4.71313,0.02545,-0.06667,-0.10933,0.244,0.128,0.99569,0.99569,0.252,-0.252,0,0.00499,1,-0.8,4
9,-4.71373,0.00077,0.02262,564,18.80094,-4.71317,0.02262,-4.71488,0.02567,-0.07333,-0.14133,0.23,0.11,0.99615,0.99615,0.26467,-0.26467,0,0.0048,1,-0.8,4
0,-4.66471,0.0011,0.02303,578,19.52305,-4.66227,0.02303,-4.66414,0.02635,-0.01533,-0.13667,0.28075,0.11575,0.99674,0.99674,0.30267,-0.30267,0,0.00494,1,-0.7,4
1,-4.66478,0.00107,0.02243,588,19.81509,-4.66505,0.02243,-4.66501,0.02171,-0.038,-0.11667,0.27025,0.11725,0.99617,0.99617,0.286,-0.286,0,0.00481,1,-0.7,4
2,-4.66483,0.00089,0.02313,533,17.97394,-4.66431,0.02313,-4.66557,0.02447,-0.028,-0.13333,0.2835,0.1195,0.9978,0.9978,0.28267,-0.28267,0,0.00496,1,-0.7,4
3,-4.66488,0.001,0.02293,669,22.5384,-4.66361,0.02293,-4.66498,0.02359,0.02067,-0.09267,0.29575,0.12775,0.99473,0.99473,0.29933,-0.29933,0,0.00492,1,-0.7,4
4,-4.66479,0.00102,0.02331,530,17.82217,-4.66594,0.02331,-4.66393,0.02459,-0.04133,-0.11067,0.2785,0.1255,0.99524,0.99524,0.28133,-0.28133,0,0.005,1,-0.7,4
5,-4.66481,0.00082,0.02305,808,27.14166,-4.66445,0.02305,-4.66557,0.02577,-0.02467,-0.118,0.27475,0.12475,0.99456,0.99456,0.28,-0.28,0,0.00494,1,-0.7,4
6,-4.66467,0.00081,0.02136,585,19.63123,-4.66427,0.02136,-4.66411,0.0238,-0.052,-0.11333,0.255,0.128,0.99362,0.99362,0.274,-0.274,0,0.00458,1,-0.7,4
7,-4.66494,0.00081,0.02192,588,19.52856,-4.66337,0.02192,-4.66548,0.02448,-0.012,-0.10933,0.2825,0.1195,0.99671,0.99671,0.29333,-0.29333,0,0.0047,1,-0.7,4
8,-4.66445,0.00074,0.02276,572,20.2357,-4.66448,0.02276,-4.66334,0.02157,-0.018,-0.11267,0.26625,0.12225,0.99569,0.99569,0.282,-0.282,0,0.00488,1,-0.7,4
9,-4.66467,0.00098,0.02306,579,19.51487,-4.66485,0.02306,-4.66464,0.02336,-0.04067,-0.102,0.28275,0.12775,0.99615,0.99615,0.27933,-0.27933,0,0.00494,1,-0.7,4
0,-4.63062,0.00101,0.02236,623,21.1227,-4.62917,0.02236,-4.63103,0.02428,-0.00267,-0.08133,0.307,0.132,0.99674,0.99674,0.302,-0.302,0,0.00483,1,-0.6,4
1,-4.63065,0.00085,0.0226,669,22.4058,-4.62902,0.0226,-4.63124,0.02553,0.03333,-0.09867,0.3125,0.1315,0.99617,0.99617,0.292,-0.292,0,0.00488,1,-0.6,4
2,-4.63068,0.00112,0.02292,610,20.23037,-4.6287,0.02292,-4.63071,0.02469,0.01267,-0.106,0.30475,0.12475,0.9978,0.9978,0.29333,-0.29333,0,0.00495,1,-0.6,4
3,-4.63053,0.001,0.02215,679,22.74972,-4.6302,0.02215,-4.63021,0.02116,0.03133,-0.13267,0.31975,0.11075,0.99473,0.99473,0.32933,-0.32933,0,0.00478,1,-0.6,4
4,-4.63042,0.00084,0.02241,600,20.16644,-4.63014,0.02241,-4.63009,0.02266,-0.014,-0.10333,0.28225,0.12025,0.99524,0.99524,0.3,-0.3,0,0.00484,1,-0.6,4
5,-4.63038,0.00102,0.02247,798,27.02101,-4.62979,0.02247,-4.63053,0.02503,-0.006,-0.09533,0.29625,0.13325,0.99456,0.99456,0.28133,-0.28133,0,0.00485,1,-0.6,4
6,-4.63054,0.00085,0.02237,681,22.74246,-4.63012,0.02237,-4.63137,0.02373,0.04333,-0.11267,0.31825,0.12425,0.99362,0.99362,0.306,-0.306,0,0.00483,1,-0.6,4
7,-4.63046,0.00091,0.02285,635,21.10294,-4.62905,0.02285,-4.62946,0.0238,0.00533,-0.09467,0.296,0.131,0.99671,0.99671,0.29467,-0.29467,0,0.00494,1,-0.6,4
8,-4.63043,0.00087,0.02199,575,19.10218,-4.63021,0.02199,-4.63192,0.02306,0.00933,-0.10267,0.3015,0.1245,0.99569,0.99569,0.29733,-0.29733,0,0.00475,1,-0.6,4
9,-4.63057,0.00094,0.02214,626,21.90014,-4.62959,0.02214,-4.63094,0.02413,0.058,-0.12333,0.31925,0.12525,0.99615,0.99615,0.31,-0.31,0,0.00478,1,-0.6,4
0,-4.61182,0.00093,0.02274,756,25.14753,-4.6106,0.02274,-4.61315,0.02593,0.078,-0.106,0.34475,0.13675,0.99674,0.99674,0.314,-0.314,0,0.00493,1,-0.5,4
1,-4.61172,0.00081,0.02265,736,24.79836,-4.6115,0.02265,-4.61138,0.02084,0.066,-0.10867,0.34725,0.12125,0.99617,0.99617,0.34533,-0.34533,0,0.00491,1,-0.5,4
2,-4.61149,0.00092,0.02267,649,21.81325,-4.61018,0.02267,-4.6109,0.02311,0.06933,-0.096,0.3465,0.1315,0.9978,0.9978,0.32667,-0.32667,0,0.00492,1,-0.5,4
3,-4.61173,0.00084,0.02267,632,21.16673,-4.61162,0.02267,-4.61115,0.02251,0.082,-0.09,0.35825,0.12825,0.99473,0.99473,0.348,-0.348,0,0.00492,1,-0.5,4
4,-4.61167,0.00105,0.02229,587,19.71012,-4.61063,0.02229,-4.61108,0.02275,0.092,-0.12933,0.3615,0.1195,0.99524,0.99524,0.33867,-0.33867,0,0.00483,1,-0.5,4
5,-4.61154,0.00091,0.0228,795,26.79158,-4.60973,0.0228,-4.61053,0.02387,0.09133,-0.11267,0.37275,0.12675,0.99456,0.99456,0.356,-0.356,0,0.00495,1,-0.5,4
6,-4.61155,0.00093,0.02287,738,24.56039,-4.61105,0.02287,-4.6106,0.02316,0.02933,-0.096,0.3265,0.1335,0.99362,0.99362,0.31867,-0.31867,0,0.00496,1,-0.5,4
7,-4.61163,0.00074,0.02259,633,21.02012,-4.61202,0.02259,-4.61104,0.0216,0.058,-0.118,0.33325,0.12225,0.99671,0.99671,0.32333,-0.32333,0,0.0049,1,-0.5,4
8,-4.61195,0.00102,0.02281,718,23.89492,-4.61213,0.02281,-4.61136,0.02334,0.056,-0.08667,0.3355,0.1365,0.99569,0.99569,0.32333,-0.32333,0,0.00495,1,-0.5,4
9,-4.61181,0.00083,0.02293,652,23.00022,-4.61106,0.02293,-4.61207,0.02391,0.054,-0.11667,0.34225,0.12725,0.99615,0.99615,0.33133,-0.33133,0,0.00497,1,-0.5,4
0,-4.60906,0.00106,0.02249,739,25.01646,-4.60789,0.02249,-4.60872,0.02501,0.09867,-0.096,0.3715,0.1305,0.99674,0.99674,0.34467,-0.34467,0,0.00488,1,-0.4,4
1,-4.60871,0.00082,0.02201,681,22.68221,-4.60844,0.02201,-4.60927,0.02344,0.13133,-0.10067,0.38675,0.12975,0.99617,0.99617,0.37333,-0.37333,0,0.00478,1,-0.4,4
2,-4.60863,0.00071,0.02163,721,23.83829,-4.60785,0.02163,-4.60753,0.0223,0.098,-0.106,0.38625,0.12425,0.9978,0.9978,0.36533,-0.36533,0,0.00469,1,-0.4,4
3,-4.60882,0.00089,0.02194,751,25.06183,-4.60701,0.02194,-4.6091,0.02299,0.14,-0.1,0.389,0.128,0.99473,0.99473,0.368,-0.368,0,0.00476,1,-0.4,4
4,-4.60888,0.00081,0.02281,728,24.53482,-4.60818,0.02281,-4.60849,0.02294,0.13267,-0.09933,0.37975,0.12575,0.99524,0.99524,0.36667,-0.36667,0,0.00495,1,-0.4,4
5,-4.60865,0.00084,0.02188,806,27.10163,-4.6095,0.02188,-4.60698,0.02298,0.124,-0.11067,0.373,0.13,0.99456,0.99456,0.34333,-0.34333,0,0.00475,1,-0.4,4
6,-4.60875,0.00085,0.02186,665,22.30334,-4.60898,0.02186,-4.60919,0.02211,0.11267,-0.10867,0.36925,0.12725,0.99362,0.99362,0.34467,-0.34467,0,0.00474,1,-0.4,4
7,-4.60893,0.0008,0.0229,689,22.82198,-4.60866,0.0229,-4.60889,0.02601,0.11467,-0.11067,0.3785,0.1315,0.99671,0.99671,0.34067,-0.34067,0,0.00497,1,-0.4,4
8,-4.60868,0.00086,0.02202,670,23.70585,-4.60788,0.02202,-4.60867,0.02328,0.146,-0.098,0.39675,0.12675,0.99569,0.99569,0.37133,-0.37133,0,0.00478,1,-0.4,4
9,-4.60875,0.00094,0.02284,597,20.20541,-4.60821,0.02284,-4.60769,0.02309,0.10733,-0.118,0.37475,0.12375,0.99615,0.99615,0.35467,-0.35467,0,0.00496,1,-0.4,4
0,-4.62235,0.00077,0.02238,846,28.06914,-4.62205,0.02238,-4.62225,0.02369,0.14933,-0.11067,0.4015,0.1295,0.99674,0.99674,0.368,-0.368,0,0.00484,1,-0.3,4
1,-4.6223,0.00082,0.02243,724,24.10143,-4.62204,0.02243,-4.6222,0.02501,0.19733,-0.108,0.4285,0.1325,0.99617,0.99617,0.38933,-0.38933,0,0.00485,1,-0.3,4
2,-4.62243,0.00101,0.02254,721,24.21194,-4.62159,0.02254,-4.62207,0.0233,0.15667,-0.09667,0.43575,0.12275,0.9978,0.9978,0.40867,-0.40867,0,0.00488,1,-0.3,4
3,-4.62236,0.00088,0.0226,749,25.01186,-4.62092,0.0226,-4.62203,0.02457,0.172,-0.08,0.4285,0.1335,0.99473,0.99473,0.41067,-0.41067,0,0.00489,1,-0.3,4
4,-4.62218,0.00069,0.02264,718,24.02428,-4.6218,0.02264,-4.62239,0.02326,0.21333,-0.112,0.4495,0.1255,0.99524,0.99524,0.41867,-0.41867,0,0.0049,1,-0.3,4
5,-4.62247,0.00084,0.02298,835,27.89268,-4.6222,0.02298,-4.62094,0.02673,0.15867,-0.10667,0.414,0.135,0.99456,0.99456,0.36867,-0.36867,0,0.00497,1,-0.3,4
6,-4.62224,0.0007,0.02274,695,23.37354,-4.62151,0.02274,-4.62144,0.02233,0.222,-0.126,0.45275,0.11475,0.99362,0.99362,0.428,-0.428,0,0.00492,1,-0.3,4
7,-4.62248,0.00099,0.0228,348,11.71268,-4.62238,0.0228,-4.6234,0.02652,0.174,-0.08733,0.40775,0.13975,0.99671,0.99671,0.36133,-0.36133,0,0.00493,1,-0.3,4
8,-4.62236,0.001,0.023,670,23.62469,-4.62134,0.023,-4.62208,0.02249,0.22467,-0.126,0.44525,0.11325,0.99569,0.99569,0.41267,-0.41267,0,0.00498,1,-0.3,4
9,-4.62228,0.00078,0.0226,704,23.7196,-4.62176,0.0226,-4.62236,0.02356,0.19333,-0.108,0.4395,0.1285,0.99615,0.99615,0.39867,-0.39867,0,0.00489,1,-0.3,4
0,-4.65219,0.00081,0.02322,422,14.06494,-4.65112,0.02322,-4.65217,0.02397,0.246,-0.10333,0.46575,0.12575,0.99674,0.99674,0.42333,-0.42333,0,0.00499,1,-0.2,4
1,-4.65215,0.00095,0.02255,409,13.70246,-4.65084,0.02255,-4.65353,0.02595,0.23267,-0.11533,0.46375,0.12275,0.99617,0.99617,0.42133,-0.42133,0,0.00485,1,-0.2,4
2,-4.65219,0.00093,0.02314,635,21.20803,-4.65149,0.02314,-4.6518,0.02525,0.24867,-0.13267,0.47325,0.12825,0.9978,0.9978,0.41867,-0.41867,0,0.00498,1,-0.2,4
3,-4.65217,0.00098,0.02272,614,20.73755,-4.65175,0.02272,-4.65191,0.02216,0.218,-0.10333,0.46625,0.12225,0.99473,0.99473,0.44933,-0.44933,0,0.00488,1,-0.2,4
4,-4.65205,0.0008,0.02319,451,15.07909,-4.65105,0.02319,-4.65337,0.02666,0.19867,-0.08933,0.458,0.137,0.99524,0.99524,0.42,-0.42,0,0.00499,1,-0.2,4
5,-4.65212,0.00089,0.02218,772,25.54955,-4.65126,0.02218,-4.65136,0.02181,0.24533,-0.11867,0.4905,0.1175,0.99456,0.99456,0.46333,-0.46333,0,0.00477,1,-0.2,4
6,-4.65225,0.00066,0.02265,590,19.86679,-4.65145,0.02265,-4.65185,0.02354,0.22133,-0.09467,0.464,0.132,0.99362,0.99362,0.42667,-0.42667,0,0.00487,1,-0.2,4
7,-4.65131,0.00299,0.02301,320,10.63287,-4.65371,0.02301,-4.65173,0.02174,0.22733,-0.09667,0.46825,0.13125,0.99671,0.99671,0.422,-0.422,0,0.00494,1,-0.2,4
8,-4.65212,0.00093,0.02311,594,19.92933,-4.65087,0.02311,-4.65145,0.02552,0.27267,-0.114,0.48575,0.12975,0.99569,0.99569,0.43533,-0.43533,0,0.00497,1,-0.2,4
9,-4.65221,0.00061,0.02322,447,15.04571,-4.65197,0.02322,-4.65265,0.02526,0.22133,-0.10133,0.452,0.133,0.99615,0.99615,0.408,-0.408,0,0.00499,1,-0.2,4
0,-4.69745,0.00121,0.02307,368,12.36079,-4.6988,0.02307,-4.69648,0.02743,0.30267,-0.12933,0.506,0.121,0.99674,0.99674,0.45933,-0.45933,0,0.00491,1,-0.1,4
1,-4.69769,0.00157,0.02089,366,12.30676,-4.69853,0.02089,-4.69867,0.02191,0.24933,-0.1,0.4795,0.1215,0.99617,0.99617,0.44067,-0.44067,0,0.00445,1,-0.1,4
2,-4.69739,0.00158,0.02316,337,12.69348,-4.69774,0.02316,-4.69789,0.0245,0.292,-0.108,0.508,0.118,0.9978,0.9978,0.46333,-0.46333,0,0.00493,1,-0.1,4
3,-4.69781,0.0009,0.02303,501,16.75016,-4.6969,0.02303,-4.69702,0.02324,0.31733,-0.11067,0.526,0.123,0.99473,0.99473,0.48733,-0.48733,0,0.0049,1,-0.1,4
4,-4.69745,0.00215,0.02332,346,11.5872,-4.69889,0.02332,-4.69846,0.02815,0.238,-0.10333,0.47825,0.13225,0.99524,0.99524,0.42533,-0.42533,0,0.00496,1,-0.1,4
5,-4.69798,0.00081,0.02302,531,17.88555,-4.69763,0.02302,-4.6987,0.02397,0.28933,-0.12533,0.5055,0.1225,0.99456,0.99456,0.456,-0.456,0,0.0049,1,-0.1,4
6,-4.69775,0.00144,0.02318,355,11.99881,-4.6974,0.02318,-4.69794,0.02374,0.304,-0.12933,0.5165,0.1215,0.99362,0.99362,0.47067,-0.47067,0,0.00493,1,-0.1,4
7,-4.69783,0.00134,0.02306,382,12.71311,-4.70028,0.02306,-4.69716,0.02804,0.288,-0.116,0.5115,0.1205,0.99671,0.99671,0.46333,-0.46333,0,0.00491,1,-0.1,4
8,-4.69796,0.00071,0.02322,448,15.15973,-4.6967,0.02322,-4.69693,0.02598,0.28733,-0.08333,0.51725,0.13725,0.99569,0.99569,0.466,-0.466,0,0.00494,1,-0.1,4
9,-4.69774,0.00148,0.0201,352,11.862,-4.69856,0.0201,-4.69731,0.02349,0.296,-0.10933,0.508,0.128,0.99615,0.99615,0.458,-0.458,0,0.00428,1,-0.1,4
0,-4.75846,0.00087,0.0236,2083,69.31853,-4.76076,0.0236,-4.75684,0.02692,0.31133,-0.126,0.52975,0.11275,0.99674,0.99674,0.49667,-0.49667,0,0.00496,1,0,4
1,-4.75871,0.001,0.0229,2343,77.72297,-4.76107,0.0229,-4.7575,0.02859,0.32333,-0.10067,0.54275,0.12675,0.99617,0.99617,0.49067,-0.49067,0,0.00481,1,0,4
2,-4.75864,0.00139,0.02318,354,11.83898,-4.75877,0.02318,-4.75836,0.02407,0.32733,-0.10733,0.52225,0.12325,0.9978,0.9978,0.47733,-0.47733,0,0.00487,1,0,4
3,-4.75849,0.00146,0.023,347,11.60655,-4.75774,0.023,-4.75912,0.02389,0.39333,-0.15467,0.5775,0.1115,0.99473,0.99473,0.52067,-0.52067,0,0.00483,1,0,4
4,-4.75849,0.0009,0.02283,969,32.22648,-4.75938,0.02283,-4.7585,0.02662,0.364,-0.13333,0.548,0.111,0.99524,0.99524,0.49667,-0.49667,0,0.0048,1,0,4
5,-4.75848,0.0008,0.02331,1623,53.3831,-4.76025,0.02331,-4.75786,0.02525,0.352,-0.14,0.5365,0.1125,0.99456,0.99456,0.498,-0.498,0,0.0049,1,0,4
6,-4.7585,0.00095,0.02184,398,13.41572,-4.75899,0.02184,-4.75889,0.02407,0.36933,-0.12933,0.552,0.116,0.99362,0.99362,0.49867,-0.49867,0,0.00459,1,0,4
7,-4.75851,0.001,0.02371,1811,59.46256,-4.75993,0.02371,-4.76004,0.02473,0.32267,-0.11733,0.5395,0.1195,0.99671,0.99671,0.49,-0.49,0,0.00498,1,0,4
8,-4.75857,0.00139,0.02175,347,11.67192,-4.76104,0.02175,-4.75857,0.03046,0.358,-0.11533,0.57075,0.11575,0.99569,0.99569,0.524,-0.524,0,0.00457,1,0,4
9,-4.75872,0.00105,0.0231,2090,70.21789,-4.76121,0.0231,-4.75953,0.02548,0.37067,-0.12267,0.554,0.115,0.99615,0.99615,0.504,-0.504,0,0.00485,1,0,4
0,-4.83378,0.00086,0.02404,2138,70.47922,-4.83503,0.02404,-4.8324,0.02719,0.38733,-0.13133,0.57025,0.11525,0.99674,0.99674,0.52467,-0.52467,0,0.00497,1,0.1,4
1,-4.83388,0.00072,0.02392,2143,71.12309,-4.83495,0.02392,-4.83416,0.02509,0.39133,-0.14067,0.57825,0.11625,0.99617,0.99617,0.53067,-0.53067,0,0.00495,1,0.1,4
2,-4.83346,0.00087,0.02367,604,20.06561,-4.83489,0.02367,-4.83451,0.02356,0.37933,-0.15533,0.58925,0.10425,0.9978,0.9978,0.54733,-0.54733,0,0.0049,1,0.1,4
3,-4.83381,0.00064,0.02398,901,30.19564,-4.834,0.02398,-4.83397,0.02557,0.40133,-0.13067,0.5885,0.1125,0.99473,0.99473,0.53733,-0.53733,0,0.00496,1,0.1,4
4,-4.83358,0.00098,0.02317,2112,70.79043,-4.83467,0.02317,-4.83298,0.02501,0.382,-0.126,0.58475,0.11575,0.99524,0.99524,0.53667,-0.53667,0,0.00479,1,0.1,4
5,-4.83373,0.00105,0.02311,1840,61.10939,-4.83416,0.02311,-4.83333,0.02684,0.424,-0.14533,0.6,0.115,0.99456,0.99456,0.54,-0.54,0,0.00478,1,0.1,4
6,-4.83392,0.00106,0.02397,1064,35.22703,-4.83476,0.02397,-4.83265,0.02712,0.42,-0.14533,0.598,0.109,0.99362,0.99362,0.546,-0.546,0,0.00496,1,0.1,4
7,-4.83377,0.00112,0.02205,1831,60.96416,-4.83688,0.02205,-4.83508,0.02543,0.41,-0.14733,0.59175,0.10775,0.99671,0.99671,0.55133,-0.55133,0,0.00456,1,0.1,4
8,-4.83386,0.00077,0.02397,655,23.17536,-4.83462,0.02397,-4.83458,0.02381,0.40867,-0.14333,0.58275,0.11075,0.99569,0.99569,0.52267,-0.52267,0,0.00496,1,0.1,4
9,-4.83384,0.00083,0.02384,1902,62.65595,-4.83379,0.02384,-4.8333,0.0246,0.412,-0.14933,0.592,0.11,0.99615,0.99615,0.53667,-0.53667,0,0.00493,1,0.1,4
0,-4.92192,0.00087,0.02394,1750,58.01653,-4.92271,0.02394,-4.92276,0.02594,0.46933,-0.15067,0.628,0.112,0.99674,0.99674,0.568,-0.568,0,0.00486,1,0.2,4
1,-4.92175,0.00095,0.02382,1836,60.32508,-4.92244,0.02382,-4.92149,0.02591,0.46,-0.15067,0.6345,0.0985,0.99617,0.99617,0.59267,-0.59267,0,0.00484,1,0.2,4
2,-4.9217,0.00084,0.02351,1159,38.57585,-4.92255,0.02351,-4.92252,0.02404,0.506,-0.16067,0.65675,0.09375,0.9978,0.9978,0.62067,-0.62067,0,0.00478,1,0.2,4
3,-4.92171,0.00089,0.02322,1502,51.17492,-4.92362,0.02322,-4.92126,0.02592,0.43933,-0.13667,0.61925,0.10425,0.99473,0.99473,0.58333,-0.58333,0,0.00472,1,0.2,4
4,-4.92187,0.00091,0.02373,1727,57.22077,-4.92239,0.02373,-4.92269,0.02403,0.47933,-0.15,0.63775,0.09875,0.99524,0.99524,0.60267,-0.60267,0,0.00482,1,0.2,4
5,-4.92173,0.00091,0.022,1723,57.10811,-4.92412,0.022,-4.92146,0.02421,0.51067,-0.172,0.654,0.093,0.99456,0.99456,0.60733,-0.60733,0,0.00447,1,0.2,4
6,-4.9217,0.00092,0.02264,1785,59.25228,-4.92354,0.02264,-4.92148,0.02626,0.41267,-0.13133,0.60825,0.11325,0.99362,0.99362,0.56067,-0.56067,0,0.0046,1,0.2,4
7,-4.92164,0.00086,0.0242,1650,55.48203,-4.92234,0.0242,-4.92183,0.02615,0.46333,-0.154,0.62825,0.10325,0.99671,0.99671,0.57267,-0.57267,0,0.00492,1,0.2,4
8,-4.92177,0.00078,0.02412,1934,63.93061,-4.92274,0.02412,-4.92092,0.02571,0.43333,-0.14267,0.6095,0.1095,0.99569,0.99569,0.56667,-0.56667,0,0.0049,1,0.2,4
9,-4.92184,0.00108,0.02368,1701,56.00477,-4.92332,0.02368,-4.92208,0.02515,0.47733,-0.16267,0.639,0.105,0.99615,0.99615,0.58467,-0.58467,0,0.00481,1,0.2,4
0,-5.02149,0.00088,0.02423,1658,54.86039,-5.02319,0.02423,-5.02206,0.02608,0.492,-0.15333,0.657,0.104,0.99674,0.99674,0.60267,-0.60267,0,0.00482,1,0.3,4
1,-5.02151,0.00102,0.02511,1707,57.37155,-5.02293,0.02511,-5.0209,0.02692,0.54133,-0.16667,0.68,0.1,0.99617,0.99617,0.61667,-0.61667,0,0.005,1,0.3,4
2,-5.02144,0.00092,0.02476,1564,51.74816,-5.02178,0.02476,-5.02142,0.02445,0.48733,-0.16333,0.65825,0.09825,0.9978,0.9978,0.608,-0.608,0,0.00493,1,0.3,4
3,-5.02126,0.00099,0.02493,1617,53.74924,-5.02242,0.02493,-5.02099,0.02735,0.52133,-0.168,0.6655,0.0995,0.99473,0.99473,0.602,-0.602,0,0.00496,1,0.3,4
4,-5.0216,0.00106,0.02439,1681,55.5734,-5.0228,0.02439,-5.02224,0.02503,0.532,-0.15333,0.676,0.096,0.99524,0.99524,0.63333,-0.63333,0,0.00486,1,0.3,4
5,-5.02163,0.00091,0.02416,1603,53.14917,-5.0229,0.02416,-5.02015,0.02794,0.50467,-0.142,0.65225,0.10125,0.99456,0.99456,0.61,-0.61,0,0.00481,1,0.3,4
6,-5.02134,0.00085,0.02446,1758,59.51854,-5.02156,0.02446,-5.0211,0.0249,0.51133,-0.15533,0.67825,0.09525,0.99362,0.99362,0.63467,-0.63467,0,0.00487,1,0.3,4
7,-5.02161,0.00098,0.02358,1613,52.96165,-5.02104,0.02358,-5.02103,0.02672,0.44467,-0.15933,0.62425,0.10625,0.99671,0.99671,0.56667,-0.56667,0,0.0047,1,0.3,4
8,-5.02149,0.00086,0.02404,1752,57.90583,-5.02208,0.02404,-5.02052,0.02627,0.52467,-0.16867,0.67375,0.09975,0.99569,0.99569,0.62133,-0.62133,0,0.00479,1,0.3,4
9,-5.02151,0.00083,0.02344,1599,52.90121,-5.02201,0.02344,-5.0216,0.02502,0.51733,-0.164,0.6625,0.0965,0.99615,0.99615,0.61533,-0.61533,0,0.00467,1,0.3,4
0,-5.13193,0.00102,0.02453,1669,56.43017,-5.13354,0.02453,-5.1324,0.02612,0.55067,-0.17467,0.6895,0.0905,0.99674,0.99674,0.64333,-0.64333,0,0.00478,1,0.4,4
1,-5.13167,0.00106,0.02475,1653,54.441,-5.13297,0.02475,-5.13079,0.02976,0.55933,-0.19,0.68975,0.09375,0.99617,0.99617,0.626,-0.626,0,0.00482,1,0.4,4
2,-5.13169,0.00113,0.02533,1766,58.22548,-5.13349,0.02533,-5.13191,0.02655,0.59533,-0.17667,0.71075,0.08875,0.9978,0.9978,0.662,-0.662,0,0.00493,1,0.4,4
3,-5.13172,0.00112,0.02553,1595,52.49064,-5.13294,0.02553,-5.13068,0.02713,0.574,-0.17,0.71125,0.09125,0.99473,0.99473,0.66667,-0.66667,0,0.00497,1,0.4,4
4,-5.13185,0.00108,0.02498,1845,61.09264,-5.1332,0.02498,-5.13165,0.02683,0.53667,-0.17133,0.67625,0.09725,0.99524,0.99524,0.62733,-0.62733,0,0.00487,1,0.4,4
5,-5.13182,0.00074,0.02532,1625,54.87315,-5.13214,0.02532,-5.13346,0.02466,0.55133,-0.16867,0.68475,0.09675,0.99456,0.99456,0.634,-0.634,0,0.00493,1,0.4,4
6,-5.13172,0.00105,0.02473,1837,60.67321,-5.13358,0.02473,-5.13003,0.02893,0.55867,-0.17867,0.685,0.093,0.99362,0.99362,0.628,-0.628,0,0.00482,1,0.4,4
7,-5.13193,0.00109,0.02553,1623,53.23658,-5.13382,0.02553,-5.13212,0.02961,0.568,-0.168,0.6965,0.0965,0.99671,0.99671,0.636,-0.636,0,0.00497,1,0.4,4
8,-5.13176,0.00082,0.02382,1765,58.56295,-5.13309,0.02382,-5.13114,0.02623,0.54933,-0.18533,0.7015,0.0885,0.99569,0.99569,0.65333,-0.65333,0,0.00464,1,0.4,4
9,-5.13184,0.00082,0.02561,1595,53.31259,-5.13229,0.02561,-5.13177,0.02718,0.55067,-0.17467,0.68,0.091,0.99615,0.99615,0.62867,-0.62867,0,0.00499,1,0.4,4
0,-5.25131,0.00117,0.02516,1702,55.92443,-5.25389,0.02516,-5.2516,0.02934,0.57733,-0.172,0.6985,0.0915,0.99674,0.99674,0.64267,-0.64267,0,0.00479,1,0.5,4
1,-5.25124,0.00096,0.02587,1795,59.06943,-5.25179,0.02587,-5.25147,0.02528,0.612,-0.18933,0.733,0.083,0.99617,0.99617,0.694,-0.694,0,0.00493,1,0.5,4
2,-5.25134,0.00111,0.02596,1842,60.57776,-5.25216,0.02596,-5.25279,0.02528,0.61867,-0.19333,0.7305,0.0835,0.9978,0.9978,0.682,-0.682,0,0.00494,1,0.5,4
3,-5.25157,0.00103,0.02238,1652,55.6807,-5.25378,0.02238,-5.25122,0.02738,0.57267,-0.17667,0.71675,0.08775,0.99473,0.99473,0.67333,-0.67333,0,0.00426,1,0.5,4
